vin,model,mfg_year,fuel_type
X530214Z,Peterbilt 579,2021,CNG
A566938V,Hino 268,2021,CNG
W118489W,Navistar 4300,2016,Diesel
K439376A,Western Star 49X,2019,LNG
E426818G,International LT,2018,Diesel
Y451848K,International LT,2017,Diesel
W476973V,Volvo VNL,2023,LNG
Q779071E,Volvo VNL,2023,LNG
H633565I,Navistar 4300,2018,Diesel
R043416V,International LT,2020,Diesel
W518275N,Kenworth T680,2018,Diesel
P942373V,Volvo VNL,2017,LNG
N343333W,Mack Anthem,2018,Diesel
A211179W,Kenworth T680,2024,Diesel
F807595K,Kenworth T680,2016,Diesel
O472846W,Kenworth T680,2022,Diesel
I920867C,Freightliner Cascadia,2024,Electric
S856271H,Hino 268,2022,CNG
L750036G,Hino 268,2024,CNG
Q559428P,International LT,2020,Diesel
F479552B,Kenworth T680,2022,Diesel
C365564L,Volvo VNL,2022,LNG
Z929314P,Freightliner Cascadia,2019,Electric
E866322Z,Mack Anthem,2024,Diesel
I026728U,Freightliner M2,2020,Diesel
D574489Z,Navistar 4300,2016,Diesel
O120347G,Mack Anthem,2022,Diesel
J754558Z,Freightliner Cascadia,2015,Electric
R450615M,Freightliner M2,2020,Diesel
W399824U,Mack Anthem,2016,Diesel
S877169D,Volvo VNL,2024,LNG
Z225699E,Hino 268,2023,CNG
P125355S,Western Star 49X,2022,LNG
V496475L,Hino 268,2023,CNG
I876220U,Freightliner M2,2022,Diesel
G341326G,Hino 268,2018,CNG
H178006W,International LT,2024,Diesel
P114921Y,Freightliner Cascadia,2023,Electric
I433472H,Kenworth T680,2015,Diesel
D200557I,Freightliner Cascadia,2016,Electric
L487282M,International LT,2016,Diesel
W796884E,Navistar 4300,2017,Diesel
A831745Q,Freightliner M2,2018,Diesel
W240082S,Freightliner Cascadia,2022,Electric
A780774X,Navistar 4300,2023,Diesel
X649308M,Hino 268,2017,CNG
T686632V,International LT,2020,Diesel
O663416P,Mack Anthem,2021,Diesel
A894484M,Western Star 49X,2020,LNG
N122417C,Hino 268,2015,CNG
J497350D,International LT,2016,Diesel
I802144T,International LT,2016,Diesel
F703120N,Navistar 4300,2021,Diesel
S564757Y,Mack Anthem,2019,Diesel
X051204Z,Hino 268,2017,CNG
Y187234A,International LT,2016,Diesel
M136730D,Hino 268,2017,CNG
U183764K,International LT,2019,Diesel
O088147T,Western Star 49X,2017,LNG
O350313B,Hino 268,2016,CNG
Z502491Y,Mack Anthem,2023,Diesel
J300979X,Western Star 49X,2020,LNG
V132719W,Kenworth T680,2023,Diesel
I005281F,Volvo VNL,2021,LNG
B358573S,Navistar 4300,2020,Diesel
T652407C,Freightliner M2,2020,Diesel
L848739I,Mack Anthem,2017,Diesel
K557498E,Peterbilt 579,2020,CNG
X827448D,Freightliner Cascadia,2018,Electric
X086209X,Peterbilt 579,2017,CNG
M935186H,Kenworth T680,2016,Diesel
A782945P,Mack Anthem,2016,Diesel
I511810L,Navistar 4300,2023,Diesel
C031731K,Navistar 4300,2015,Diesel
D678994X,International LT,2024,Diesel
F391037D,Kenworth T680,2024,Diesel
N058650R,Western Star 49X,2017,LNG
H801413G,Kenworth T680,2017,Diesel
H138633Q,Hino 268,2017,CNG
V392886G,Freightliner Cascadia,2015,Electric
Y957612L,Western Star 49X,2020,LNG
M868528C,Peterbilt 579,2022,CNG
W558556O,Hino 268,2019,CNG
N659398Y,Freightliner Cascadia,2018,Electric
A845776U,Navistar 4300,2018,Diesel
T049082A,Mack Anthem,2022,Diesel
J433504G,Peterbilt 579,2020,CNG
D899210W,Hino 268,2022,CNG
O224593Q,Freightliner Cascadia,2019,Electric
U419693E,Western Star 49X,2023,LNG
M572791P,Navistar 4300,2021,Diesel
X409610V,Kenworth T680,2018,Diesel
A566139O,Hino 268,2017,CNG
I604805K,Mack Anthem,2015,Diesel
R258320U,Freightliner Cascadia,2020,Electric
O679981B,Navistar 4300,2016,Diesel
E462251K,Navistar 4300,2016,Diesel
G086416B,Mack Anthem,2016,Diesel
Z227837P,Kenworth T680,2019,Diesel
P938983E,Freightliner Cascadia,2023,Electric
Q465911A,Kenworth T680,2021,Diesel
M655355P,Volvo VNL,2018,LNG
N042597J,Freightliner Cascadia,2020,Electric
W703352U,Freightliner M2,2021,Diesel
S110392A,Freightliner M2,2021,Diesel
V514770N,Navistar 4300,2020,Diesel
J833884E,Peterbilt 579,2021,CNG
C920698Q,Volvo VNL,2020,LNG
D204394D,Peterbilt 579,2015,CNG
B016451S,International LT,2016,Diesel
F636815M,International LT,2017,Diesel
J812387T,Kenworth T680,2015,Diesel
F003845Z,Mack Anthem,2022,Diesel
P205554G,Kenworth T680,2022,Diesel
R404608O,Freightliner Cascadia,2024,Electric
H256216R,Freightliner M2,2016,Diesel
B936392T,Freightliner M2,2019,Diesel
P957823I,Peterbilt 579,2017,CNG
I983248B,Navistar 4300,2024,Diesel
I292518U,Navistar 4300,2021,Diesel
A125205A,Volvo VNL,2019,LNG
I474231L,Peterbilt 579,2019,CNG
N099499O,Volvo VNL,2015,LNG
S933051X,Peterbilt 579,2021,CNG
L728975Y,Hino 268,2022,CNG
C772233A,Volvo VNL,2016,LNG
E046333L,Freightliner Cascadia,2024,Electric
B797573Z,Navistar 4300,2015,Diesel
V096569K,Navistar 4300,2024,Diesel
C988081D,Peterbilt 579,2017,CNG
J038860Y,Mack Anthem,2021,Diesel
T803476X,Freightliner M2,2024,Diesel
D472649S,International LT,2018,Diesel
H827718L,Hino 268,2021,CNG
C982665B,Kenworth T680,2016,Diesel
Q279371U,Navistar 4300,2020,Diesel
F211175H,Volvo VNL,2023,LNG
Y689268C,Navistar 4300,2023,Diesel
L259222X,Navistar 4300,2023,Diesel
O064474L,Freightliner M2,2021,Diesel
A123094D,Freightliner Cascadia,2015,Electric
P778097N,Western Star 49X,2020,LNG
M977671M,Mack Anthem,2015,Diesel
N038498D,International LT,2016,Diesel
C220502Q,International LT,2018,Diesel
G994510A,Volvo VNL,2024,LNG
Y224999J,International LT,2017,Diesel
X279501T,Freightliner M2,2020,Diesel
E556168S,Navistar 4300,2020,Diesel
A721458H,Kenworth T680,2022,Diesel
U339019O,Freightliner Cascadia,2017,Electric
M817946U,Kenworth T680,2016,Diesel
N489952K,Freightliner Cascadia,2015,Electric
O787729T,Mack Anthem,2018,Diesel
O430107Y,Freightliner M2,2018,Diesel
V139660W,Freightliner M2,2020,Diesel
Y830344E,Mack Anthem,2023,Diesel
H448850R,Western Star 49X,2023,LNG
L556990M,Freightliner Cascadia,2019,Electric
E557702J,Freightliner M2,2018,Diesel
H785760T,Mack Anthem,2020,Diesel
K958803R,Freightliner M2,2020,Diesel
V551240Y,Mack Anthem,2016,Diesel
M829962H,International LT,2021,Diesel
F450461P,Western Star 49X,2022,LNG
L574384H,Western Star 49X,2020,LNG
B503178Z,Kenworth T680,2022,Diesel
U782357H,Freightliner Cascadia,2020,Electric
N452182U,Navistar 4300,2019,Diesel
T076810C,Volvo VNL,2021,LNG
H915701X,Volvo VNL,2021,LNG
M409435M,Hino 268,2017,CNG
R448571J,Navistar 4300,2019,Diesel
G241098G,International LT,2016,Diesel
J385854T,Volvo VNL,2020,LNG
N493214V,Mack Anthem,2019,Diesel
R870207D,Freightliner Cascadia,2024,Electric
L160166T,Western Star 49X,2017,LNG
V997954M,Freightliner Cascadia,2020,Electric
Z817921S,Freightliner Cascadia,2015,Electric
O717477O,International LT,2024,Diesel
S294562Q,Western Star 49X,2019,LNG
E557701H,Freightliner M2,2016,Diesel
M577245K,Western Star 49X,2020,LNG
J281615P,Navistar 4300,2017,Diesel
A148769P,Freightliner M2,2017,Diesel
E938276V,Hino 268,2022,CNG
I396695S,Freightliner M2,2017,Diesel
L321971M,Volvo VNL,2018,LNG
T758172Z,International LT,2020,Diesel
F191965P,Western Star 49X,2024,LNG
W013290J,Freightliner M2,2024,Diesel
K278469C,Kenworth T680,2022,Diesel
B335494T,International LT,2020,Diesel
Z519098I,Freightliner Cascadia,2016,Electric
T405800J,Hino 268,2017,CNG
S514036L,Navistar 4300,2020,Diesel
I656666N,Western Star 49X,2020,LNG
X272386A,Mack Anthem,2018,Diesel
P242201B,Volvo VNL,2015,LNG
P276212Z,Kenworth T680,2022,Diesel
D679692G,Navistar 4300,2021,Diesel
L687653B,Navistar 4300,2016,Diesel
R909738A,Mack Anthem,2019,Diesel
E895009T,Freightliner Cascadia,2018,Electric
U519712U,Hino 268,2019,CNG
N847818F,Freightliner Cascadia,2018,Electric
N371894D,Volvo VNL,2017,LNG
E580778K,Volvo VNL,2022,LNG
C565442S,Kenworth T680,2022,Diesel
L949407K,Volvo VNL,2020,LNG
F904904F,International LT,2016,Diesel
N281442R,Navistar 4300,2023,Diesel
L440192V,Mack Anthem,2019,Diesel
F275243L,Kenworth T680,2017,Diesel
J805129F,International LT,2023,Diesel
K663723U,Peterbilt 579,2016,CNG
D504102Z,Peterbilt 579,2017,CNG
R747836T,Peterbilt 579,2022,CNG
A674286S,Freightliner M2,2020,Diesel
I765801O,Navistar 4300,2024,Diesel
R569454Z,International LT,2022,Diesel
U149673R,Navistar 4300,2017,Diesel
J938525A,Hino 268,2016,CNG
G010618R,Volvo VNL,2019,LNG
C753443B,Western Star 49X,2022,LNG
O910939H,Navistar 4300,2021,Diesel
Z119269L,Western Star 49X,2024,LNG
O124471D,Volvo VNL,2017,LNG
R465421X,International LT,2016,Diesel
Q066504L,Freightliner Cascadia,2022,Electric
L717396P,Navistar 4300,2020,Diesel
N712863P,Kenworth T680,2023,Diesel
E174101K,Hino 268,2017,CNG
C470720Q,Kenworth T680,2021,Diesel
A642569G,Navistar 4300,2015,Diesel
O776618A,Volvo VNL,2023,LNG
V671985R,Kenworth T680,2019,Diesel
V460158F,Kenworth T680,2017,Diesel
Y743280Q,International LT,2018,Diesel
F346157O,International LT,2023,Diesel
U732030L,Mack Anthem,2016,Diesel
F376184I,Mack Anthem,2018,Diesel
Y700505U,Navistar 4300,2019,Diesel
R061387I,Kenworth T680,2019,Diesel
F293102P,Hino 268,2023,CNG
A079032L,Volvo VNL,2023,LNG
L041792E,Kenworth T680,2024,Diesel
E117993Z,Hino 268,2017,CNG
R365651K,Kenworth T680,2024,Diesel
L825309V,Hino 268,2020,CNG
S114262X,Hino 268,2015,CNG
I827390G,Freightliner M2,2016,Diesel
A962071A,Freightliner M2,2024,Diesel
S219467I,Mack Anthem,2018,Diesel
P324876L,Hino 268,2021,CNG
F909279O,Hino 268,2015,CNG
M456083H,Freightliner Cascadia,2023,Electric
O819588D,Mack Anthem,2019,Diesel
R340312E,Freightliner Cascadia,2018,Electric
S722005N,Western Star 49X,2019,LNG
G645970V,Freightliner Cascadia,2016,Electric
G082207H,Freightliner M2,2017,Diesel
A137995M,Freightliner Cascadia,2021,Electric
P531531V,Freightliner Cascadia,2022,Electric
L636317F,Peterbilt 579,2020,CNG
L062397Y,Hino 268,2017,CNG
M527354V,International LT,2020,Diesel
H209042D,International LT,2021,Diesel
M762534K,Kenworth T680,2020,Diesel
A929831H,Navistar 4300,2023,Diesel
A739774U,Volvo VNL,2020,LNG
O633569L,Peterbilt 579,2022,CNG
E290600U,Volvo VNL,2019,LNG
Z806867Z,Freightliner Cascadia,2018,Electric
W177318A,Kenworth T680,2016,Diesel
P632543F,Freightliner M2,2019,Diesel
V074279L,Western Star 49X,2024,LNG
Y077262X,Western Star 49X,2018,LNG
C701658S,Kenworth T680,2020,Diesel
Y649893R,Hino 268,2020,CNG
D195085H,Peterbilt 579,2017,CNG
X657905L,Freightliner Cascadia,2023,Electric
P818325I,Freightliner Cascadia,2022,Electric
W179335R,Mack Anthem,2022,Diesel
W864015C,Freightliner M2,2016,Diesel
R788178I,Western Star 49X,2023,LNG
D479513F,Freightliner Cascadia,2018,Electric
K162411R,Peterbilt 579,2024,CNG
O127238B,International LT,2015,Diesel
A468275C,Freightliner M2,2019,Diesel
H043103P,Freightliner Cascadia,2024,Electric
L569557Q,Freightliner Cascadia,2019,Electric
I887749Y,Navistar 4300,2015,Diesel
S424375X,Volvo VNL,2021,LNG
N025472K,Kenworth T680,2019,Diesel
P842222H,International LT,2021,Diesel
X059274L,International LT,2015,Diesel
X380552C,Western Star 49X,2015,LNG
Z828410F,Hino 268,2023,CNG
G275208V,Peterbilt 579,2020,CNG
U474929C,Navistar 4300,2019,Diesel
H517028T,Volvo VNL,2021,LNG
F069375U,Navistar 4300,2022,Diesel
Y093983X,Navistar 4300,2019,Diesel
R430187Q,Hino 268,2024,CNG
M186375M,Volvo VNL,2017,LNG
X805626Y,Volvo VNL,2021,LNG
C504554J,International LT,2020,Diesel
K137674Z,Navistar 4300,2020,Diesel
J662991N,Kenworth T680,2018,Diesel
W478519Y,Hino 268,2023,CNG
J106462D,Western Star 49X,2023,LNG
J923264F,Freightliner M2,2015,Diesel
V049478D,Freightliner M2,2017,Diesel
O300244O,International LT,2022,Diesel
S714627P,Navistar 4300,2022,Diesel
M301471V,Kenworth T680,2024,Diesel
O597964R,Navistar 4300,2017,Diesel
Q715890K,International LT,2024,Diesel
W902572K,International LT,2017,Diesel
S045650S,Western Star 49X,2024,LNG
M818321W,Mack Anthem,2024,Diesel
R285544S,International LT,2023,Diesel
A518952I,Navistar 4300,2023,Diesel
K845765G,Freightliner Cascadia,2024,Electric
N328338S,Mack Anthem,2022,Diesel
E888167H,Freightliner M2,2020,Diesel
I207545C,International LT,2016,Diesel
V985240H,Western Star 49X,2024,LNG
N322342I,Mack Anthem,2015,Diesel
W161107B,Hino 268,2022,CNG
D031089E,Mack Anthem,2024,Diesel
W140140G,Hino 268,2018,CNG
Q193932W,Freightliner M2,2024,Diesel
W012495K,Freightliner Cascadia,2017,Electric
G893891L,Navistar 4300,2024,Diesel
W083342I,Western Star 49X,2017,LNG
S013875L,Peterbilt 579,2015,CNG
B271256N,Hino 268,2016,CNG
D836151H,Peterbilt 579,2015,CNG
U827548C,Freightliner Cascadia,2020,Electric
D157164M,Western Star 49X,2017,LNG
B473864M,Western Star 49X,2018,LNG
R175207G,Western Star 49X,2023,LNG
Z678112Z,Hino 268,2022,CNG
V912153M,Freightliner M2,2017,Diesel
R961367W,Navistar 4300,2018,Diesel
Q994657M,Navistar 4300,2020,Diesel
G678427H,Freightliner Cascadia,2023,Electric
G477320V,Western Star 49X,2020,LNG
M017026R,Kenworth T680,2022,Diesel
W524991E,Navistar 4300,2020,Diesel
F877347G,Navistar 4300,2020,Diesel
W485880C,Mack Anthem,2024,Diesel
C616756D,Freightliner Cascadia,2018,Electric
F002842B,Peterbilt 579,2019,CNG
R246719F,Navistar 4300,2019,Diesel
K889778G,Peterbilt 579,2019,CNG
N064796R,Mack Anthem,2018,Diesel
C545009I,Freightliner Cascadia,2020,Electric
G559056B,Freightliner Cascadia,2020,Electric
P556503P,Navistar 4300,2019,Diesel
V491141K,Mack Anthem,2016,Diesel
K085076G,Hino 268,2023,CNG
U640790Y,Western Star 49X,2021,LNG
G965917S,International LT,2017,Diesel
N357852T,Mack Anthem,2015,Diesel
N563718S,Mack Anthem,2016,Diesel
N404963V,International LT,2022,Diesel
E191954K,Mack Anthem,2022,Diesel
P876351T,Peterbilt 579,2018,CNG
A846853Z,Navistar 4300,2019,Diesel
B498782O,Navistar 4300,2019,Diesel
R829737O,Kenworth T680,2016,Diesel
M896908X,Hino 268,2024,CNG
A723246U,Peterbilt 579,2018,CNG
Q136442R,Freightliner M2,2023,Diesel
M936312B,Peterbilt 579,2018,CNG
B347786P,Freightliner M2,2016,Diesel
Q032420Y,Western Star 49X,2020,LNG
D482070F,Freightliner Cascadia,2016,Electric
Q594165Q,Kenworth T680,2015,Diesel
V162319G,Navistar 4300,2017,Diesel
F189847P,Western Star 49X,2022,LNG
Z915596V,Freightliner Cascadia,2018,Electric
N363212R,Mack Anthem,2020,Diesel
I764907X,Mack Anthem,2015,Diesel
R158673Y,Volvo VNL,2024,LNG
P257540M,Peterbilt 579,2023,CNG
T003486O,Freightliner M2,2017,Diesel
A518376Z,Western Star 49X,2017,LNG
K441343C,Freightliner M2,2021,Diesel
E560417V,Freightliner Cascadia,2017,Electric
G656124E,Mack Anthem,2015,Diesel
S569857B,Freightliner M2,2019,Diesel
M027206O,Hino 268,2024,CNG
P459112H,Volvo VNL,2020,LNG
V296577I,Mack Anthem,2022,Diesel
F429543A,Navistar 4300,2023,Diesel
B526693B,Freightliner Cascadia,2017,Electric
Q893173S,Navistar 4300,2022,Diesel
Q206969J,Mack Anthem,2018,Diesel
T152910H,Volvo VNL,2020,LNG
M677133Y,Kenworth T680,2022,Diesel
N447626M,Mack Anthem,2017,Diesel
Y343626J,Freightliner M2,2020,Diesel
P044397X,Mack Anthem,2024,Diesel
U971072S,Peterbilt 579,2017,CNG
E636694G,Hino 268,2021,CNG
W800537M,Western Star 49X,2023,LNG
Y900489T,International LT,2016,Diesel
L652809Q,Western Star 49X,2016,LNG
F287572U,Kenworth T680,2017,Diesel
C862415I,Freightliner Cascadia,2020,Electric
N745644W,Peterbilt 579,2015,CNG
V485625F,Mack Anthem,2021,Diesel
D287032O,Peterbilt 579,2022,CNG
B207427H,Mack Anthem,2020,Diesel
D707587F,Mack Anthem,2024,Diesel
S121513L,Hino 268,2015,CNG
L284993A,Mack Anthem,2020,Diesel
X892613F,Peterbilt 579,2015,CNG
X150416L,Volvo VNL,2022,LNG
T152017Q,Mack Anthem,2017,Diesel
C774905P,Western Star 49X,2023,LNG
D975923Z,Mack Anthem,2016,Diesel
Y450189F,Mack Anthem,2020,Diesel
B642361N,Hino 268,2018,CNG
T266421F,Peterbilt 579,2017,CNG
X649251G,Freightliner Cascadia,2017,Electric
K377674M,Freightliner Cascadia,2024,Electric
B616592O,International LT,2021,Diesel
R610857O,Navistar 4300,2022,Diesel
D278814B,Navistar 4300,2018,Diesel
P174224H,Peterbilt 579,2024,CNG
C649081G,Volvo VNL,2023,LNG
Q186617U,Freightliner Cascadia,2023,Electric
X945491G,International LT,2016,Diesel
C017226F,Hino 268,2016,CNG
N645977Z,Freightliner M2,2023,Diesel
V452321M,Navistar 4300,2018,Diesel
Z416800H,Hino 268,2023,CNG
U027769F,Kenworth T680,2017,Diesel
F499564I,International LT,2023,Diesel
B203103N,Freightliner Cascadia,2016,Electric
F723683T,Peterbilt 579,2024,CNG
K727601J,Freightliner Cascadia,2016,Electric
P777079M,Navistar 4300,2022,Diesel
G496050O,Freightliner M2,2022,Diesel
S667998C,Kenworth T680,2023,Diesel
R767899F,Western Star 49X,2022,LNG
U308069J,Hino 268,2015,CNG
N146717P,Navistar 4300,2022,Diesel
U576024M,Mack Anthem,2015,Diesel
L757383R,Western Star 49X,2019,LNG
A597246R,Freightliner M2,2018,Diesel
S572934V,Hino 268,2016,CNG
M172232F,Freightliner M2,2021,Diesel
J167433D,International LT,2016,Diesel
G054522C,Navistar 4300,2015,Diesel
H156193J,Volvo VNL,2022,LNG
X374550J,Freightliner M2,2019,Diesel
C428910Z,Western Star 49X,2017,LNG
J711991C,Kenworth T680,2021,Diesel
K812135U,International LT,2021,Diesel
P478712X,Freightliner Cascadia,2021,Electric
X521376X,Western Star 49X,2016,LNG
K037548F,Navistar 4300,2017,Diesel
W456532W,International LT,2016,Diesel
A863266D,Kenworth T680,2023,Diesel
T850720Z,Western Star 49X,2023,LNG
X811556K,Kenworth T680,2018,Diesel
D606029O,Freightliner M2,2015,Diesel
U846684V,Mack Anthem,2022,Diesel
J550489S,Navistar 4300,2021,Diesel
P673899C,Navistar 4300,2021,Diesel
I563410V,Peterbilt 579,2018,CNG
F628843G,Freightliner Cascadia,2020,Electric
B848520Y,Kenworth T680,2019,Diesel
G894346H,Peterbilt 579,2016,CNG
D054851W,Freightliner M2,2021,Diesel
V174907P,Hino 268,2015,CNG
T998935S,Peterbilt 579,2018,CNG
U926831H,Volvo VNL,2016,LNG
T935712B,Hino 268,2015,CNG
E611062N,Freightliner Cascadia,2024,Electric
J715869H,Freightliner M2,2018,Diesel
S649767F,Freightliner M2,2021,Diesel
T622827D,Freightliner Cascadia,2018,Electric
E288137C,Navistar 4300,2018,Diesel
H285196H,Freightliner M2,2017,Diesel
H594082X,Navistar 4300,2019,Diesel
Y454470J,Peterbilt 579,2024,CNG
N296044L,International LT,2024,Diesel
C701851A,Hino 268,2020,CNG
Y794975Y,Peterbilt 579,2019,CNG
W792287C,Kenworth T680,2023,Diesel
A725199Y,Peterbilt 579,2021,CNG
V365807R,Mack Anthem,2019,Diesel
P120948H,Freightliner M2,2023,Diesel
W813989D,Hino 268,2017,CNG
H983780Q,Western Star 49X,2023,LNG
T820433L,Freightliner Cascadia,2015,Electric
L718956C,International LT,2021,Diesel
B705626H,Navistar 4300,2020,Diesel
I564111K,Western Star 49X,2021,LNG
T422412A,Kenworth T680,2019,Diesel
T209520D,Western Star 49X,2017,LNG
U461526Q,Navistar 4300,2022,Diesel
L610339P,Peterbilt 579,2018,CNG
D788614U,Mack Anthem,2017,Diesel
A786170O,Freightliner Cascadia,2015,Electric
P304891W,Navistar 4300,2021,Diesel
F824967O,Western Star 49X,2023,LNG
Y832582P,Navistar 4300,2017,Diesel
D868700N,Western Star 49X,2018,LNG
M420074Q,Mack Anthem,2018,Diesel
C653984K,International LT,2016,Diesel
S891416H,Freightliner Cascadia,2020,Electric
G284639Z,Volvo VNL,2023,LNG
Q554743U,Peterbilt 579,2015,CNG
S537950I,Mack Anthem,2021,Diesel
A097002J,Hino 268,2024,CNG
B768118Q,Freightliner M2,2016,Diesel
Y715695L,Peterbilt 579,2024,CNG
A017537O,Navistar 4300,2018,Diesel
O045319T,Freightliner Cascadia,2018,Electric
F337504T,International LT,2019,Diesel
R930361K,Freightliner M2,2018,Diesel
R872839R,Peterbilt 579,2016,CNG
V992192E,Freightliner Cascadia,2018,Electric
M249384R,Hino 268,2018,CNG
A089487B,Western Star 49X,2018,LNG
R056641H,Navistar 4300,2020,Diesel
D775803R,Mack Anthem,2021,Diesel
M687506V,Freightliner Cascadia,2023,Electric
P190361M,International LT,2019,Diesel
E254110B,Mack Anthem,2020,Diesel
E095431P,Navistar 4300,2022,Diesel
X505831M,Freightliner Cascadia,2016,Electric
F971791D,Freightliner Cascadia,2020,Electric
Z065120C,Peterbilt 579,2020,CNG
R049611D,International LT,2021,Diesel
N804661W,Freightliner M2,2024,Diesel
Y639907D,Peterbilt 579,2017,CNG
D699150H,Freightliner M2,2019,Diesel
M593110T,Navistar 4300,2024,Diesel
Q193928W,Hino 268,2021,CNG
I679723Z,Mack Anthem,2017,Diesel
G002496P,Peterbilt 579,2020,CNG
E549822T,Peterbilt 579,2021,CNG
L954508Q,Hino 268,2018,CNG
B203880W,Freightliner Cascadia,2023,Electric
Q333153E,International LT,2019,Diesel
N795995T,Freightliner Cascadia,2022,Electric
F652170O,Freightliner Cascadia,2017,Electric
P033793E,International LT,2017,Diesel
X563620A,Kenworth T680,2023,Diesel
S150812C,Freightliner Cascadia,2017,Electric
M395003S,Navistar 4300,2015,Diesel
P234258L,Navistar 4300,2015,Diesel
R302410I,Volvo VNL,2015,LNG
P615347X,Freightliner M2,2021,Diesel
H528961J,Kenworth T680,2018,Diesel
U233865M,Volvo VNL,2017,LNG
I630993S,Freightliner M2,2018,Diesel
G253042L,Navistar 4300,2022,Diesel
K731791G,International LT,2015,Diesel
L685787U,Hino 268,2024,CNG
L587774Z,Freightliner Cascadia,2022,Electric
P903337Z,Freightliner M2,2015,Diesel
X346692Q,Navistar 4300,2023,Diesel
H812147W,Western Star 49X,2015,LNG
V390789B,Freightliner M2,2023,Diesel
U776657R,Mack Anthem,2023,Diesel
P602734E,Mack Anthem,2015,Diesel
P514888F,Navistar 4300,2021,Diesel
C431115I,Kenworth T680,2016,Diesel
V353544X,Volvo VNL,2023,LNG
A439284X,Kenworth T680,2018,Diesel
W445669P,Peterbilt 579,2024,CNG
O078263U,Navistar 4300,2019,Diesel
W373898D,International LT,2019,Diesel
X751536S,Western Star 49X,2016,LNG
X637780I,International LT,2021,Diesel
V924075O,Freightliner Cascadia,2024,Electric
